Gender,Age,Age_Bracket,Country,Any_full_sized_candy_bar,Butterfinger,Candy_Corn,Chiclets,Dots,Fuzzy_Peaches,Good_N_Plenty,Gummy_Bears,Healthy_Fruit,Heath_Bar,Hersheys_Dark_Chocolate,Hersheys_Milk_Chocolate,Hersheys_Kisses,Jolly_Rancher_bad_flavor,Jolly_Ranchers_good_flavor,Junior_Mints,Kit_Kat,LaffyTaffy,LemonHeads,Licorice_not_black,Licorice_black,Lollipops,Mike_and_Ike,Milk_Duds,Milky_Way,Regular_M_Ms,Peanut_M_Ms,Mint_Kisses,Mr_Goodbar,Nerds,Nestle_Crunch,Peeps,Pixy_Stix,Reeses_Peanut_Butter_Cups,Reeses_Pieces,Rolos,Skittles,Snickers,Sourpatch_Kids,Starburst,Swedish_Fish,Tic_Tacs,Three_Musketeers,Toblerone,Trail_Mix,Twix,Whatchamacallit_Bars,York_Peppermint_Patties
Female,37,30-39,United States,1,0,-1,1,1,-1,1,1,-1,0,0,-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,0,-1,1,-1,1,0,0,-1,-1,1,0,1,1,1,1,1,1,-1,-1,0,-1,1,1,1
Female,37,30-39,United States,1,1,0,-1,0,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,1,-1,1,0,0,1,1,1,-1,1,-1,-1,-1,0,1,1,-1,1,1,1
Female,37,30-39,United States,1,1,0,-1,-1,1,0,1,1,0,0,0,0,0,1,1,1,1,-1,-1,-1,0,0,0,1,0,1,0,0,-1,-1,0,-1,1,1,1,0,1,-1,0,-1,-1,1,1,-1,1,1,0
Female,37,30-39,United States,1,1,0,-1,-1,0,-1,1,-1,1,1,1,1,0,0,1,1,-1,1,0,-1,0,-1,1,1,1,1,1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1
Female,37,30-39,United States,1,1,1,0,-1,-1,-1,1,0,0,-1,1,1,-1,0,-1,1,0,-1,-1,-1,0,-1,-1,1,1,1,0,0,1,1,-1,1,1,1,1,0,1,0,-1,1,0,1,1,-1,1,1,-1
Female,37,30-39,United States,1,0,-1,0,-1,1,0,1,0,0,0,0,0,-1,0,1,1,-1,0,0,0,-1,0,1,0,0,1,1,1,1,0,-1,-1,1,1,1,1,1,1,1,0,0,0,1,-1,1,1,1
Female,37,30-39,United States,1,0,-1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,-1,-1,0,1,1,1,1,1,1,1,1,-1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
Male,37,30-39,United States,1,1,1,0,0,-1,0,1,-1,1,1,0,-1,0,1,1,0,1,0,1,1,-1,1,0,1,-1,1,0,1,1,0,-1,1,1,0,1,1,1,1,1,1,-1,1,0,0,0,1,0
Male,37,30-39,United States,1,1,1,0,1,0,1,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,0,-1,-1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,0,1,1,-1,1,1,0,1,1,1
Male,37,30-39,United States,1,1,-1,0,1,1,-1,1,-1,1,0,0,0,-1,0,1,1,0,-1,1,0,-1,0,1,1,1,1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,-1,1,0,-1,1,1,0
Male,37,30-39,United States,0,1,1,0,-1,-1,-1,0,-1,1,-1,0,-1,-1,-1,1,0,-1,0,0,-1,0,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,0,-1,1,0,-1,1,-1,1,1,-1,1,1,1
Male,37,30-39,United States,1,1,-1,-1,1,1,0,1,-1,1,1,0,0,-1,1,0,1,-1,0,-1,-1,0,1,1,1,0,0,0,0,1,1,-1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0
Male,37,30-39,United States,0,1,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1
Male,37,30-39,United States,1,-1,-1,0,-1,1,0,-1,0,1,1,1,0,-1,0,1,1,-1,0,0,-1,0,0,0,1,0,0,0,1,1,1,-1,-1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
Male,37,30-39,United States,0,0,-1,-1,-1,-1,0,0,0,0,-1,-1,0,-1,1,-1,1,1,0,0,-1,0,0,-1,0,0,1,-1,0,1,0,0,1,1,-1,-1,0,0,0,1,0,1,1,0,0,1,1,-1
Male,37,30-39,United States,1,1,1,1,-1,1,0,1,0,1,-1,1,0,0,1,1,0,0,1,1,-1,1,0,0,1,1,1,1,1,1,-1,-1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,-1
Male,37,30-39,United States,1,1,-1,0,0,0,-1,1,-1,1,-1,-1,-1,-1,0,0,1,0,0,0,-1,-1,-1,1,1,0,1,0,1,1,1,-1,1,1,1,1,0,1,1,0,1,0,0,1,-1,1,1,0
Male,37,30-39,United States,1,0,0,-1,-1,-1,-1,-1,0,1,1,0,0,-1,-1,1,1,0,-1,1,0,0,-1,0,0,0,0,0,1,0,1,-1,-1,1,1,1,0,1,-1,-1,-1,1,1,1,-1,0,1,1
Male,37,30-39,United States,0,0,-1,0,0,-1,-1,0,-1,0,1,-1,-1,0,0,1,1,-1,0,0,0,0,-1,0,1,1,1,0,-1,0,-1,0,-1,1,1,0,0,1,0,0,-1,-1,0,1,-1,1,1,1
Male,37,30-39,United States,1,1,1,-1,-1,1,-1,0,0,0,1,0,0,-1,-1,0,1,1,1,0,-1,-1,0,-1,0,0,0,1,0,0,0,0,-1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0
Male,37,30-39,United States,1,1,-1,0,0,-1,-1,0,0,0,1,1,1,0,0,-1,1,-1,0,-1,-1,0,-1,0,1,1,1,-1,1,0,1,-1,-1,1,1,1,0,1,-1,1,0,0,1,1,-1,1,1,0
Male,37,30-39,United States,1,1,1,-1,0,-1,1,1,-1,1,1,1,-1,0,-1,0,0,0,0,-1,0,-1,0,1,0,1,1,-1,0,0,1,-1,-1,1,1,1,0,1,0,0,0,-1,0,0,-1,1,1,1
Male,37,30-39,United States,1,1,1,-1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
Male,37,30-39,United States,0,0,-1,0,0,0,0,-1,1,0,0,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,0,1,-1,1,1,1,1,-1,1,1,-1,1,-1,1,0,-1,1,1,-1
Female,38,30-39,Canada,1,1,-1,-1,1,1,1,-1,0,1,1,1,1,-1,-1,1,1,0,0,1,0,-1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,-1,0,1,1,1,1,0,1,1,1
Female,38,30-39,Canada,1,1,1,1,0,1,0,1,0,1,0,0,0,-1,1,0,1,1,0,0,-1,0,0,0,1,0,0,-1,1,1,1,0,1,1,1,1,1,1,1,1,-1,0,1,1,-1,1,1,1
Female,38,30-39,United States,1,0,-1,-1,-1,1,-1,-1,1,-1,1,0,0,-1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,0,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,0,1,1
Female,38,30-39,United States,1,0,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,0,1,1,-1,-1,-1,0,-1,0,0,1,-1,1,-1,1,1,-1,1,0,1,1,0,-1,0,0,-1,-1,1,1,-1,1,1,0
Female,38,30-39,United States,1,1,0,0,0,1,0,0,0,1,0,1,1,-1,0,1,-1,0,0,0,0,0,0,1,1,0,1,0,-1,1,0,-1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0
Female,38,30-39,United States,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,-1,1,0,1,-1,-1,1,1,0,1,1,1,1,1,0,1,0,-1,1,1,1
Female,38,30-39,United States,1,1,-1,-1,0,0,-1,1,0,1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,0,1,1,-1,1,1,1,0,1,1,-1,1,-1,-1,1,-1,-1,1,1,-1
Female,38,30-39,United States,1,1,1,-1,0,1,1,-1,-1,1,-1,1,0,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,0,-1,0,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1
Female,38,30-39,United States,1,1,1,0,-1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,1,1,1
Female,38,30-39,United States,1,1,1,-1,1,1,-1,1,0,1,0,0,0,-1,0,1,1,1,0,1,-1,0,-1,1,1,0,1,0,1,0,1,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,0,1,1,1
Male,38,30-39,United States,1,1,-1,-1,0,-1,-1,0,-1,1,1,0,0,-1,0,0,1,1,1,-1,-1,0,-1,0,0,0,1,0,1,0,1,-1,-1,1,1,1,1,1,0,1,1,-1,1,1,0,1,1,0
Male,38,30-39,United States,1,1,0,-1,0,0,0,0,-1,1,-1,0,-1,0,0,1,1,1,1,-1,-1,0,1,1,1,0,1,1,0,1,0,-1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1
Male,38,30-39,United States,0,1,0,-1,-1,0,-1,1,0,0,-1,0,0,-1,-1,-1,1,-1,0,-1,-1,-1,-1,0,1,1,1,-1,0,-1,0,-1,-1,0,0,1,-1,0,-1,-1,1,-1,1,1,0,1,1,-1
Male,38,30-39,United States,1,1,-1,0,0,-1,-1,1,-1,1,1,1,1,0,1,1,1,0,-1,1,1,0,0,0,1,1,1,1,0,1,1,-1,0,1,1,0,-1,1,0,0,1,0,1,1,1,1,1,1
Male,38,30-39,United States,1,1,-1,-1,0,0,0,0,-1,1,0,-1,-1,-1,0,0,1,0,0,0,1,-1,0,1,0,0,1,-1,0,1,0,-1,-1,1,1,1,0,1,1,0,0,0,0,1,-1,1,1,0
Male,38,30-39,United States,1,1,-1,-1,-1,0,-1,0,0,0,1,1,0,0,1,1,1,0,1,0,-1,0,-1,-1,-1,1,1,0,0,1,1,0,1,1,1,-1,0,-1,1,0,-1,-1,1,1,-1,0,1,1
Male,38,30-39,United States,1,0,0,-1,-1,0,0,1,0,1,1,1,1,-1,0,0,1,0,0,0,-1,0,0,0,1,0,1,0,1,0,1,0,-1,1,1,1,0,1,-1,0,-1,-1,1,1,0,1,1,1
Male,38,30-39,United States,1,1,-1,0,1,0,-1,1,0,1,1,0,0,-1,0,1,1,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1
Male,38,30-39,United States,1,1,0,0,0,1,0,-1,0,1,1,1,0,-1,-1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
Male,38,30-39,United States,1,1,1,0,0,-1,-1,0,-1,0,1,-1,0,0,1,1,1,0,0,1,-1,0,-1,0,1,1,1,0,0,1,1,-1,1,1,1,0,1,1,1,1,0,1,1,0,-1,1,1,0
Male,38,30-39,United States,1,1,0,-1,0,-1,0,0,0,0,0,0,-1,0,0,-1,1,0,1,0,1,0,0,0,1,0,1,-1,1,0,0,-1,-1,1,0,-1,0,1,0,0,1,-1,1,0,-1,1,1,0
Male,38,30-39,United States,0,1,1,-1,1,1,1,0,-1,1,0,0,-1,0,1,1,0,1,1,1,1,-1,1,1,1,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,1,1,-1,1,1,-1,0,1,1
Male,38,30-39,United States,1,1,1,0,-1,-1,0,1,-1,1,0,1,1,-1,-1,-1,1,0,0,1,-1,1,1,1,1,1,1,-1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,-1
Male,38,30-39,United States,1,1,-1,0,-1,1,-1,-1,0,1,1,1,1,1,1,-1,1,1,1,-1,1,1,-1,0,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
Male,38,30-39,United States,1,0,-1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,-1,1,-1,-1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1
Unknown,38,30-39,United States,1,1,0,-1,0,0,-1,1,-1,1,1,-1,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,-1,0,-1,0,0,1,1,0,0,1,0,0,0,-1,0,0,-1,0,1,0
Female,39,30-39,Canada,1,1,0,1,1,0,0,-1,0,0,1,0,1,-1,1,1,1,1,-1,-1,-1,0,0,0,1,1,1,1,1,-1,1,-1,0,1,1,1,1,1,-1,1,-1,1,1,1,0,1,1,0
Female,39,30-39,Canada,1,1,1,0,0,0,0,0,0,1,1,1,1,-1,1,1,1,0,0,0,-1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
Male,39,30-39,Other,1,1,-1,1,0,0,0,1,-1,-1,1,0,0,1,1,1,1,-1,1,-1,-1,1,-1,0,1,1,1,1,1,1,1,-1,1,1,1,1,0,1,1,0,-1,-1,1,-1,1,1,1,1
Female,39,30-39,United States,1,1,-1,0,0,-1,-1,1,-1,1,0,0,0,-1,0,1,1,1,1,1,-1,1,-1,1,1,1,0,0,0,1,1,-1,1,1,1,1,1,1,0,1,0,0,-1,1,-1,1,1,1
Female,39,30-39,United States,1,0,-1,1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,0,0,1,-1,1,0,0,0,-1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1
Female,39,30-39,United States,1,1,-1,1,1,1,0,0,-1,1,1,1,1,0,1,1,1,1,0,1,-1,0,1,1,0,0,1,1,1,1,1,-1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1
Female,39,30-39,United States,1,1,1,-1,0,0,-1,1,1,1,-1,1,1,-1,-1,-1,-1,0,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,-1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
Male,39,30-39,United States,1,1,1,-1,0,-1,-1,-1,-1,0,1,1,1,-1,1,1,1,-1,-1,1,-1,0,-1,1,1,0,1,0,1,1,1,-1,0,1,1,1,0,1,-1,-1,-1,-1,1,1,-1,1,1,1
Male,39,30-39,United States,1,1,1,-1,0,0,-1,-1,0,-1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0
Male,39,30-39,United States,1,1,-1,-1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,-1,-1,0,0,1,1,0
Male,39,30-39,United States,1,1,-1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1
Male,39,30-39,United States,1,1,0,0,-1,-1,-1,0,-1,0,-1,0,0,0,1,0,1,1,1,0,-1,0,-1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1
Male,39,30-39,United States,1,0,-1,-1,0,-1,0,-1,-1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,-1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,-1,0,1,0,1,1,0
Male,39,30-39,United States,1,1,1,-1,-1,0,-1,1,-1,1,0,1,-1,-1,0,0,1,0,1,0,-1,0,1,1,1,1,1,0,0,1,1,-1,-1,1,1,1,1,1,0,0,1,0,1,1,-1,1,1,0
Male,39,30-39,United States,1,1,-1,0,1,0,1,1,0,1,1,0,0,-1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,-1,0,0,-1,0,1,1,1,-1,0,1,0,1,0,0,1,-1,1,1,1
Male,39,30-39,United States,1,1,0,-1,-1,0,0,0,-1,1,1,1,0,-1,0,-1,1,0,0,0,-1,0,1,1,1,1,1,0,1,0,1,-1,-1,1,1,1,1,1,1,1,0,-1,1,0,0,1,1,-1
Male,39,30-39,United States,0,1,1,1,0,0,-1,1,0,1,0,0,0,-1,0,1,1,0,0,0,-1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,1,0,1,1,1
Male,39,30-39,United States,1,1,1,-1,0,0,0,0,0,1,1,1,1,0,0,1,1,-1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,-1,0,0,0,1,1,0,1,1,0
Male,39,30-39,United States,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,0,1,-1,0,0,0,0,-1,0,1,1,1,1,1,0,1,0,-1,1,1,1,0,1,0,0,-1,-1,1,0,-1,1,1,1
Male,39,30-39,United States,1,1,1,-1,-1,-1,0,0,-1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,-1,0,1,1,0,0,1,1,1,1,-1,-1,0,-1,1,1,1
Male,39,30-39,United States,1,1,-1,0,1,0,-1,1,-1,1,0,0,-1,-1,-1,0,1,-1,0,-1,-1,0,1,1,1,-1,1,-1,0,-1,0,-1,0,1,1,1,1,1,1,1,1,-1,0,-1,-1,1,1,1
Male,39,30-39,United States,1,1,-1,-1,0,-1,-1,1,0,0,0,-1,-1,0,1,1,0,0,-1,-1,-1,-1,1,0,-1,0,1,-1,0,0,-1,-1,-1,1,1,0,1,1,1,1,-1,-1,-1,0,0,0,1,0
Male,39,30-39,United States,1,1,-1,0,0,0,1,1,-1,1,0,0,-1,1,1,-1,1,1,0,1,0,1,1,0,1,0,1,-1,1,0,0,-1,-1,1,1,1,0,1,0,1,0,0,1,1,-1,1,1,-1
Male,39,30-39,United States,1,0,1,-1,-1,-1,-1,-1,-1,0,0,1,0,-1,-1,1,1,-1,1,0,-1,-1,-1,-1,1,0,0,0,0,1,1,-1,1,0,1,1,0,1,1,1,-1,0,1,1,-1,1,1,1
Male,39,30-39,United States,1,1,0,0,0,-1,0,1,-1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,1,1
Unknown,39,30-39,United States,0,0,-1,-1,-1,0,-1,1,0,-1,0,-1,-1,-1,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,1,1,1,-1,0,0,1,1,1,1,0,1,-1,0,0,1,0,1,1,0
Female,30,30-39,Canada,1,1,-1,0,0,1,1,1,0,-1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1
Female,30,30-39,United States,1,1,0,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1
Female,30,30-39,United States,0,0,-1,0,0,1,0,0,1,1,-1,0,1,-1,-1,-1,1,0,-1,1,1,0,0,0,1,0,1,0,0,0,-1,0,-1,1,1,0,-1,1,0,0,0,0,0,1,0,1,0,-1
Female,30,30-39,United States,1,1,1,0,0,1,0,1,1,0,0,0,-1,-1,1,-1,0,1,1,0,-1,0,1,1,0,1,1,-1,1,1,1,-1,0,0,1,1,1,0,1,1,1,0,-1,-1,1,1,0,-1
Male,30,30-39,United States,0,1,-1,-1,1,0,1,1,-1,-1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,-1,0,1,0,0,-1,1,1,1,1,0,1,1,1,-1,0,0,-1,1,0,0
Male,30,30-39,United States,1,0,-1,-1,-1,-1,-1,1,-1,0,1,1,1,-1,-1,0,1,0,-1,0,-1,-1,-1,1,1,1,1,1,0,0,0,-1,-1,1,1,1,1,1,1,1,0,-1,-1,1,-1,1,0,-1
Unknown,30,30-39,United States,1,1,1,0,-1,0,-1,1,0,1,0,1,1,-1,1,0,1,0,0,0,-1,1,-1,0,1,1,1,-1,0,1,1,-1,0,1,0,-1,1,1,1,1,0,0,1,0,0,1,0,-1
Unknown,30,30-39,United States,1,1,-1,0,-1,0,-1,0,0,0,1,0,1,-1,0,1,1,0,1,-1,1,0,-1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1
Female,31,30-39,Canada,1,1,0,0,-1,1,1,-1,0,1,1,1,1,0,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,0,0
Male,31,30-39,Canada,1,1,-1,1,0,1,0,0,0,-1,1,1,1,0,1,1,1,0,1,-1,1,0,0,1,1,1,1,0,0,1,1,-1,0,1,0,1,1,1,1,1,0,0,0,1,-1,1,0,1
Male,31,30-39,Canada,1,1,-1,0,0,1,0,0,0,-1,1,1,1,0,1,1,1,0,0,1,-1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1
Unknown,31,30-39,Canada,1,1,-1,0,0,1,-1,1,0,0,-1,-1,-1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,-1,1,1,1,1,0,0
Male,31,30-39,United States,1,1,1,-1,-1,-1,0,0,-1,1,1,0,0,0,0,1,0,0,-1,0,-1,-1,-1,1,0,0,1,0,0,1,1,-1,1,1,0,0,1,1,0,0,0,0,-1,0,-1,0,0,1
Male,31,30-39,United States,1,0,-1,-1,-1,-1,-1,0,-1,0,0,1,0,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,1,1,1,-1,0,-1,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,1,0,-1
Male,31,30-39,United States,1,1,-1,-1,0,0,-1,-1,-1,1,0,0,0,-1,1,-1,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,1,-1,-1,0,1,1,0,1,1,1,1,1,0,0,0,-1,1,0,-1
Female,32,30-39,United States,0,1,0,-1,1,0,-1,1,-1,1,0,0,-1,-1,-1,1,1,1,0,1,-1,-1,1,1,0,0,-1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,-1,0,0,-1,1,0,1
Female,32,30-39,United States,1,0,-1,-1,-1,-1,-1,0,-1,0,0,1,1,-1,-1,-1,1,1,-1,1,-1,0,-1,1,1,1,1,-1,1,0,0,-1,1,1,1,1,1,1,1,0,-1,-1,1,1,0,1,0,0
Male,32,30-39,United States,1,0,-1,-1,1,0,-1,1,0,0,1,0,1,-1,0,-1,1,-1,1,1,-1,0,1,-1,0,0,0,-1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,-1
Male,32,30-39,United States,1,1,0,0,-1,0,0,1,-1,-1,0,0,0,0,1,1,1,0,0,-1,-1,0,0,0,1,0,0,0,0,1,1,-1,0,1,1,0,0,1,1,1,0,0,0,0,-1,1,0,1
Male,32,30-39,United States,1,1,0,0,1,-1,-1,0,-1,1,1,1,1,1,1,-1,1,1,1,0,-1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,-1
Male,32,30-39,United States,1,1,0,0,1,1,-1,-1,0,1,0,1,1,-1,1,0,1,1,1,-1,-1,1,-1,1,1,1,1,1,1,1,1,-1,0,1,1,1,1,1,1,1,1,-1,0,1,-1,1,0,0
Male,32,30-39,United States,0,0,1,-1,0,-1,-1,0,0,1,0,-1,-1,-1,0,0,1,0,0,-1,-1,-1,-1,1,0,-1,0,0,1,0,0,-1,0,1,1,0,0,1,0,0,0,-1,0,1,0,1,0,0
Female,33,30-39,Canada,1,-1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,-1,1,-1,1,1,-1,0,-1,-1,1,1,-1,1,1,0,0,1,1,0,1,0,1
Female,33,30-39,Canada,1,1,-1,0,-1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1
Female,33,30-39,Canada,1,1,0,0,0,-1,0,0,-1,1,0,0,0,-1,1,0,1,1,1,-1,-1,0,-1,-1,1,1,1,0,1,1,0,-1,1,1,1,1,1,1,1,1,-1,1,0,1,-1,1,0,0
Female,33,30-39,Other,1,0,-1,0,0,0,0,1,0,0,-1,-1,-1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,-1,0,0,1,-1,1,0,0
Female,33,30-39,United States,1,1,0,-1,0,1,-1,-1,-1,0,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,0,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,0,1
Female,33,30-39,United States,1,0,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,-1,1,-1,0,0,1,-1,1,1,-1,0,-1,0,1,0,0,1,0,-1,0,1,1,1,-1,1,1,0,-1,0,-1,1,0,1,0,-1
Female,33,30-39,United States,0,-1,-1,0,-1,0,-1,1,-1,0,1,0,-1,0,1,1,1,1,-1,1,-1,0,1,0,0,0,1,1,1,0,0,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,0,0,1
Female,33,30-39,United States,0,1,-1,-1,0,1,-1,1,1,1,0,0,0,-1,0,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,-1,1,-1,1,0,1,0,1,1,1,0,0,1,-1,0,0,0
Female,33,30-39,United States,1,1,-1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,-1,-1,0,0,1,1,0,1,1,1,0,1,-1,0,1,1,1,1,1,1,1,0,0,1,1,-1,1,0,0
Male,33,30-39,United States,1,1,0,-1,0,-1,-1,1,1,0,0,-1,-1,-1,0,1,1,-1,-1,-1,-1,1,-1,0,1,0,1,-1,1,1,-1,-1,1,1,1,1,-1,0,0,-1,0,0,1,-1,-1,1,0,0
Male,33,30-39,United States,1,0,-1,-1,0,1,-1,1,1,0,0,0,0,-1,1,0,0,0,1,-1,-1,0,0,0,0,0,1,0,1,0,0,-1,-1,0,0,1,1,0,-1,0,0,0,0,1,0,1,0,1
Male,33,30-39,United States,1,1,-1,-1,1,0,-1,0,-1,1,1,0,0,-1,-1,1,0,-1,-1,0,-1,-1,-1,-1,0,0,1,-1,0,-1,0,0,-1,0,1,0,0,0,0,-1,1,-1,0,0,-1,1,0,0
Male,33,30-39,United States,0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,1,1,-1,1,-1,1,-1,-1,1,-1,0,-1,1,-1,-1,-1,-1,-1,1,-1,-1,0,-1
Male,33,30-39,United States,1,0,1,0,1,0,1,1,0,0,1,0,0,-1,1,0,1,0,0,0,1,-1,0,0,0,0,1,0,1,0,1,-1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0
Unknown,33,30-39,United States,1,1,-1,0,0,1,-1,-1,0,0,1,0,0,-1,0,1,1,0,-1,0,0,0,-1,0,1,1,1,0,1,1,1,-1,1,1,1,1,1,1,0,1,-1,0,1,1,0,1,0,1
Unknown,33,30-39,United States,1,0,1,0,0,-1,-1,1,-1,0,-1,0,0,-1,-1,0,1,1,0,1,-1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,-1,0,0,-1,1,0,0
